name,Air spd (rel) hi 35-climb accel (3 secs),Air spd (rel) hi 35-climb accel start,Air spd (rel) hi 35ft t/o,Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi liftoff,Air spd (rel) hi tdwn,Air spd (rel) lo 1000-500ft (3 secs),Air spd (rel) lo 35-climb accel (3 secs),Air spd (rel) lo 35ft t/o,Air spd (rel) lo 500-20ft (3 secs),Air spd (rel) lo flap 1,Air spd (rel) lo flap 10,Air spd (rel) lo flap 15,Air spd (rel) lo flap 5,Air spd (rel) lo liftoff,Air spd (rel) lo tdwn,Air spd (VMO) excd,Air spd hi 1000-8000ft,Air spd hi 10000-8000ft,Air spd hi 3000-1000ft,Air spd hi 5000-3000ft,Air spd hi 8000-10000ft,Air spd hi 8000-5000ft,Air spd hi flap 1,Air spd hi flap 10,Air spd hi flap 15,Air spd hi flap 2,Air spd hi flap 25,Air spd hi flap 30,Air spd hi flap 40,Air spd hi flap 5,Air spd hi ldg gear extd,Air spd hi ldg gear extn,Air spd hi ldg gear retr,AP disengaged crz,AP engaged early t/o,Eng N1 hi app,Eng N1 lo 500-50ft (5 secs),Eng N1 lo TOGA t/o,Eng rev thrust hi at lo gnd spd,Flap mvmt late app,Flap retr early t/o,Flap setting lo 1000ft,Fuel qty low tdwn,Gnd spd hi taxi straight,Gnd spd hi taxi turn,Go-around,GS dev above GS 1000-500ft,GS dev above GS 1500-1000ft,GS dev above GS 500-200ft,GS dev below GS 1000-500ft,GS dev below GS 1500-1000ft,GS dev below GS 500-200ft,Hdg dev rwy >80kts air spd t/o,Hdg var 500-50ft,Hdg var tdwn 60kts air spd,Hgt hi 1 min tdwn,Hgt hi 2 min tdwn,Hgt lo 1 min tdwn,Hgt lo 2 min tdwn,Hgt loss 1000-2000ft,Hgt loss 35-1000ft,Lat g hi taxi turn,Ldg gear late extn,Ldg gear late retr,Ldg gear late retr g/a,Ldg weight hi tdwn,LOC dev 1000-500ft,LOC dev 1500-1000ft,LOC dev 500-200ft,Long flare duration,Mach (MMO) excd,Max alt (flaps extd) excd,Max alt (ldg gear extd) excd,Max alt excd,Norm g hi t/o,Norm g hi tdwn (hard ldg),Pitch cycle fin app,Pitch hi 1000-500ft,Pitch hi 35-400ft,Pitch hi 35ft t/o,Pitch hi 400-1000ft,Pitch hi 500-50ft,Pitch hi 50ft tdwn,Pitch hi liftoff,Pitch lo 1000-500ft,Pitch lo 20ft tdwn,Pitch lo 35-400ft,Pitch lo 35-climb accel start,Pitch lo 35ft t/o,Pitch lo 400-1000ft,Pitch lo 500-20ft,Pitch rate (neg) t/o,Pitch rate (rot) hi t/o,Pitch rate hi 35-1000ft,Pitch rate lo t/o,RoC lo 35-1000ft,RoD hi 1000-500ft,RoD hi 2000-1000ft,RoD hi 3000-2000ft,RoD hi 500-50ft,RoD hi 50ft tdwn,RoD hi tdwn,Roll cycle fin app,Roll hi >1000ft,Roll hi 1000-300ft,Roll hi 20-400ft,Roll hi 20ft tdwn,Roll hi 300-20ft,Roll hi 400-1000ft,Roll hi liftoff 20ft,RTO,Short flare duration,Spdbrk dep flaps extd,TAWS GS 500-200ft,Throttle cycle fin app,Turb app,Turb crz,Turb flt,Unstable app,Unstable app g/a
Hgt loss 1000-2000ft,-0.000759219,-0.001065965,-0.000580949,-0.000853993,-0.000665155,-0.00040966,-0.000107153,-7.23E-05,-3.75E-05,-0.000134618,-0.000447259,-0.000569371,-0.000485015,-0.000424901,-0.0001268,-0.000322819,-2.26E-05,-0.001624727,-0.001222506,-0.000472474,-0.000833771,-0.001876377,-0.001012946,-0.000202519,-0.00028355,-0.000779453,-0.00023935,-0.001154395,-0.000615002,-0.000210579,-0.000284003,-1.13E-05,-0.00018878,-1.13E-05,-7.48E-05,-9.98E-05,-1.13E-05,-0.000843926,-0.000900199,-0.000440223,-0.000729876,-8.67E-05,-0.000570754,0.007702963,0.002707446,0.001408468,-8.37E-05,-0.000373092,-0.000359506,-0.000462574,-0.001125287,-0.00056728,-0.000854177,-0.000355168,-0.00014335,-0.000457761,-0.000107153,-0.000162568,-0.001239779,-0.000133187,1,-1.13E-05,-0.00016835,-3.39E-05,-0.000125789,-0.000114039,-0.000197072,-0.000533451,-0.000610219,-0.000294881,-0.000775269,-4.07E-05,-4.37E-05,-6.39E-05,-6.68E-05,-0.001054665,-0.000938547,-0.000211792,-0.000190779,-0.000694442,-0.001160937,-0.001151556,-0.000112953,-0.000970887,-0.000559219,-0.000624715,-0.000153676,0.005759273,-0.001309465,-0.00016059,-0.000348192,-0.000288049,-0.000396963,-0.000396637,-0.000279424,-0.000524424,-7.66E-05,-0.001030584,-0.000920811,0.009025295,-0.00102721,-0.000798981,-7.14E-05,-0.000271747,0.013475907,-0.00021892,-0.000251111,-0.000135563,-0.000183974,-0.000839125,-7.23E-05,-2.26E-05,-0.000500269,-0.00058129,-1.96E-05,-0.000106556,-0.000172848,-2.99E-05,-0.000314122,0.001436462,-6.87E-05
Hgt loss 35-1000ft,-0.000439873,-0.000617594,-0.000336587,-0.000494782,-0.000385374,-0.000237347,-6.21E-05,-4.19E-05,-2.17E-05,-7.80E-05,-0.000259131,-0.000329879,-0.000281005,-0.000246177,-7.35E-05,-0.000187033,-1.31E-05,0.006949882,-0.000708289,-0.00027374,-0.000483066,0.00600948,-0.000586876,-0.000117334,-0.000164282,-0.000451596,-0.000138673,-0.000668828,-0.000356317,-0.000122004,-0.000164544,-6.54E-06,-0.000109374,-6.54E-06,-4.33E-05,-5.78E-05,-6.54E-06,-0.000488949,-0.000521553,-0.000255054,-0.000422872,-5.03E-05,-0.000330681,-0.000510051,-0.000921246,0.002339157,-4.85E-05,-0.00021616,-0.000208289,-0.000268004,-0.000651963,-0.000328668,-0.000494889,-0.000205776,-8.31E-05,-0.000265215,-6.21E-05,-9.42E-05,-0.000718297,-7.72E-05,-1.13E-05,1,-9.75E-05,-1.96E-05,-7.29E-05,-6.61E-05,-0.000114179,-0.000309068,-0.000353546,-0.000170847,-0.000449172,-2.36E-05,-2.53E-05,-3.70E-05,-3.87E-05,-0.000611047,-0.000543771,-0.000122707,-0.000110532,-0.000402342,-0.000672618,-0.000667183,-6.54E-05,-0.000562508,-0.000323997,-0.000361944,-8.90E-05,-0.000651346,-0.000758671,-9.30E-05,-0.000201734,-0.000166888,-0.000229991,-0.000229801,-0.000161891,-0.000303838,-4.44E-05,-0.000597095,-0.000533495,-0.000373888,-0.00059514,-0.000462909,-4.14E-05,-0.000157444,-0.000256931,-0.000126837,-0.000145487,-7.85E-05,-0.00010659,-0.000486168,-4.19E-05,-1.31E-05,-0.000289844,-0.000336785,-1.13E-05,-6.17E-05,-0.000100144,-1.73E-05,-0.000181994,0.002744483,-3.98E-05
Lat g hi taxi turn,-0.003475673,-0.005446651,-0.005018267,-1.61E-05,-0.004580662,-0.003538661,-0.000925595,0.00985632,-0.000323507,-0.001162834,-0.003863448,-0.000859611,-0.002608528,-0.001870581,-0.001095308,0.004290412,-0.000195078,0.003010126,0.012762473,0.004028896,0.014616578,0.005786766,0.009508947,-0.001749367,-0.002449321,0.002288459,0.001107406,0.006857799,-0.00280058,-0.001818989,0.005583546,-9.75E-05,0.002390265,-9.75E-05,-0.000645877,-0.000861648,-9.75E-05,-0.000775506,-0.002515844,-0.003802671,0.004360101,-0.000749345,0.003167338,0.000449593,0.03162795,0.010467643,-0.000723041,0.000867886,0.005380799,0.002628124,0.000316162,-0.00082745,-0.001857165,0.003373432,-0.001238265,0.001064842,-0.000925595,-0.001404272,-0.000694323,0.004543617,-0.00016835,-9.75E-05,1,-0.000292621,-0.001086573,-0.000985073,0.002150067,-0.003167763,-0.004006168,0.002612971,-0.001659495,-0.000351692,-0.00037778,-0.000551814,-0.000577106,-0.003794325,-0.003888283,-0.001829467,-0.001647955,-0.004880552,0.000438557,-0.000811606,-0.000975695,-0.001841348,-0.003453911,0.000787077,-0.001327458,-0.006122713,-0.010681686,0.003337204,-0.000818098,-0.002488181,-0.001504842,0.00042524,0.000306783,-0.004530003,-0.000661632,0.00969944,-0.002802861,0.005216877,0.003564951,-0.006901632,-0.000616962,-0.002347367,0.001346811,0.001576428,0.000856621,-0.001171002,-0.001589175,0.003978469,-0.000624629,-0.000195078,-0.004321351,0.005587265,-0.000168942,-0.000920436,-0.001493067,-0.000258066,-0.0027134,-0.00181672,-0.00059337
Ldg gear late extn,-0.001319653,-0.00185283,-0.001009789,-0.001484386,-0.001156152,-0.000712059,-0.000186251,-0.000125689,-6.51E-05,-0.000233989,-0.000777413,0.005731074,0.00701119,-0.00073855,-0.000220401,-0.000561115,-3.93E-05,0.002436891,-0.002124923,-0.00082124,-0.001449237,0.006200925,-0.001760674,-0.000352012,-0.000492859,-0.001354823,-0.00041603,0.00147698,-0.001068979,-0.000366022,-0.000493646,-1.96E-05,-0.000328131,-1.96E-05,-0.000129965,-0.000173383,-1.96E-05,0.003156191,-0.0015647,-0.000765183,0.046413162,-0.000150785,-0.000992068,-0.001530192,-0.002763809,4.60E-05,-0.000145492,-0.000648498,-0.000624883,-0.000804033,0.001605364,0.005758057,0.003086639,-0.000617343,-0.000249167,-0.000795667,-0.000186251,-0.000282571,-0.002154948,0.141201803,-3.39E-05,-1.96E-05,-0.000292621,1,-0.000218643,-0.000198219,-0.000342545,-0.000927228,-0.001060665,-0.000512553,-0.00134755,-7.08E-05,-7.60E-05,-0.000111037,-0.000116127,-0.001833189,0.002560342,-0.00036813,0.078609637,-0.001207059,-0.002017907,-0.002001601,-0.000196332,-0.001687568,-0.000972017,0.005057614,-0.000267115,-0.001954089,0.000851269,-0.000279133,-0.000605217,-0.000500678,-0.00068999,-0.000689422,-0.000485687,-0.000911539,-0.000133135,0.005909331,-0.001600528,-0.001121694,0.00979992,-0.001388765,-0.000124147,-0.000472343,-0.000770812,0.051295702,-0.000436473,-0.000235632,-0.000319778,-0.001458543,-0.000125689,-3.93E-05,0.00675098,-0.001010381,-3.40E-05,-0.000185212,-0.000300439,-5.19E-05,-0.000545998,-0.007151376,-0.000119399
Ldg gear late retr,0.003353806,0.004198504,-0.001973192,-0.001816291,0.005065275,-0.00014645,-0.000691593,-0.000466715,-0.000241721,-0.000868856,-0.000595342,-5.23E-05,-0.001013616,0.002076719,-0.000818401,-0.002083555,-0.00014576,-0.003397017,0.001923321,0.001293838,0.002176969,-0.004459993,0.002949888,-0.001307106,0.005354612,-0.001004683,-0.001544821,0.00193765,-0.000606406,-0.001359127,-0.001833027,-7.29E-05,-0.00121843,-7.29E-05,-0.000482592,-0.000643813,-7.29E-05,-0.002954977,0.001232392,0.001813219,-0.000427235,-0.000559901,-0.001876892,-0.002087581,-0.002415454,-0.006718699,-0.000540247,0.000330366,0.000520101,0.001448603,0.004254782,0.005426607,-0.000584987,0.000582338,-0.000925217,-0.002954502,-0.000691593,0.011447707,-0.002705253,-0.00085962,-0.000125789,-7.29E-05,-0.001086573,-0.000218643,1,-0.000736035,0.003885805,-0.001514801,-0.000551399,0.001551105,-0.005003776,-0.00026278,-0.000282273,-0.000412308,-0.000431207,0.017594807,0.00298,0.003433816,-0.001231332,0.008990258,0.002783545,0.003857881,0.008257823,0.00140133,7.69E-05,0.004246558,0.005617242,-0.00149087,0.004191114,0.011613987,-0.002247317,-0.001859138,1.40E-05,0.002596456,0.009123383,-0.0014231,-0.000494363,0.00476306,-0.002494839,0.002256154,0.006900405,0.002710633,-0.000460987,-0.001753924,0.001759004,-0.001412961,-0.001620731,-0.000874959,0.00433615,0.002099616,-0.000466715,-0.00014576,-0.001175056,0.001574387,-0.000126231,-0.000687738,-0.001115602,-0.000192824,0.001218342,-0.007665564,-0.000443359
Ldg gear late retr g/a,0.001599762,0.003715676,0.000501823,0.011161808,-0.000466727,0.005830408,-0.00062699,-0.000423118,-0.000219141,-0.000787694,0.002415043,0.008601839,0.011108074,0.002805421,0.008049934,-0.001888925,-0.000132144,0.005431003,0.000869095,-0.002764604,-0.002112195,-0.00047836,-0.002235413,-0.001185005,-0.001659148,0.008701755,-0.001400515,0.011801358,0.017060681,0.004069556,-0.001661799,-6.61E-05,0.004806685,-6.61E-05,0.058393223,-0.000583673,-6.61E-05,0.00463883,-0.002689691,-2.04E-05,-0.001135033,-0.000507599,0.008564713,0.008004882,-0.004604019,-0.005325298,0.06803373,-0.002183089,0.007253267,0.002162273,0.003299626,0.000672279,0.002021997,0.00107834,0.014718507,0.002240525,-0.00062699,-0.000951241,-0.003377081,0.0075917,-0.000114039,-6.61E-05,-0.000985073,-0.000198219,-0.000736035,1,-0.001153136,0.00826624,0.003867836,0.009653679,-0.004536359,-0.000238233,-0.000255905,-0.000373794,-0.000390926,0.001643868,0.0007106,0.014575224,0.023350228,0.004155113,0.000387789,0.000493641,0.009207101,-0.002072629,0.000775505,0.022829551,-0.000899208,-0.000247784,0.004369264,0.006005772,0.001181597,0.017732026,-0.002322765,-0.002320854,0.051870869,-0.003068583,-0.000448183,0.006719234,0.004947941,0.00503757,0.013417754,-0.00035567,-0.000417925,0.019761129,0.005016656,0.004781137,0.003820492,0.008987456,0.023184138,-0.004910004,-0.000423118,-0.000132144,0.001583125,0.012194451,-0.00011444,-0.000623495,0.045345031,-0.000174812,0.030912438,0.000809922,0.194233176
Ldg weight hi tdwn,-0.002402398,-0.004986368,0.003207123,0.001598393,0.000251222,-0.000950248,0.011023367,-0.000731196,-0.0003787,0.003458843,0.007191737,0.005817645,0.016739137,0.01264148,0.003834515,0.000773462,-0.00022836,0.000786687,0.009591062,-0.000614217,0.002839325,0.004656983,0.005925429,-0.002047825,0.004019816,0.005840213,0.000296151,0.004525911,0.017421127,0.019469111,0.00400434,-0.000114179,0.004971604,-0.000114179,-0.00075607,-0.001008653,-0.000114179,0.005002218,-0.001601847,0.014882447,-0.003730501,-0.00087719,-0.002307286,-0.008901863,-0.00331367,-0.0142417,-0.000846398,0.004977136,0.005440578,0.003823431,0.00702205,7.14E-05,0.007896344,-0.001754336,-0.001449524,0.005390941,0.004969929,0.002349195,-0.008023376,-0.001346755,-0.000197072,-0.000114179,0.002150067,-0.000342545,0.003885805,-0.001153136,1,0.008160238,-0.001841387,-0.000774298,-0.005253447,-0.000411693,-0.000442233,0.00950404,-0.000675566,-0.002867617,0.025884096,0.003994208,0.004868838,-0.000325831,-0.002783951,0.002184455,-0.001142157,0.022382437,0.007301464,0.004263813,-0.001553934,-0.00461357,0.00453332,0.002418247,-0.00352084,-0.000652572,0.000924783,0.000932086,-0.002825475,0.002218662,-0.000774512,0.015441234,0.000972496,0.001681506,0.025529002,0.005327924,-0.000722222,-0.002747849,0.002898702,0.000753033,4.96E-05,0.008202233,0.001669492,0.001120454,-0.000731196,-0.00022836,0.017253375,-0.000205115,-0.000197765,0.005009862,0.002004835,-0.000302094,0.01134294,-0.01451681,-0.000694604
LOC dev 1000-500ft,0.010894273,0.013352607,0.020252132,0.046434735,0.003104027,0.025894649,0.003856277,0.008077979,0.005446486,0.001721256,-0.004030753,-0.002953424,0.019691447,0.009669244,0.000355037,0.000221014,-0.000618142,-0.015339547,0.025192147,0.032204985,0.022923605,-0.015536331,0.0211334,0.019640192,0.00167941,0.007261047,0.001572858,0.009448416,0.038353584,0.013845781,0.004222702,-0.000309068,0.016697103,-0.000309068,0.004958829,-0.000299471,-0.000309068,0.026667344,-0.006973523,0.020303445,0.015840125,0.000420342,0.005098175,-0.014023725,-0.014590413,-0.044285733,0.006328021,0.029695206,0.018110689,0.015941085,0.088111693,0.021898968,0.046555291,-0.00079334,-0.000218638,0.007472489,0.001593208,0.004507059,0.000983293,0.032780484,-0.000533451,-0.000309068,-0.003167763,-0.000927228,-0.001514801,0.00826624,0.008160238,1,0.190323192,0.150051266,-0.012841794,0.004838625,-0.00119707,0.002046032,-0.001828674,0.007614198,0.002160604,0.018288498,0.030357778,0.045142242,0.013127447,0.021077973,0.005902573,0.015558008,-0.002096641,0.071103683,-0.004206311,-0.007040598,0.032860333,0.000137826,0.007278175,0.041122266,0.008829065,0.010701809,0.000512514,0.008229752,0.004233547,0.065497792,0.097648973,0.035790713,0.042298941,0.03326503,0.011621227,0.017797141,0.016566699,0.050781622,-0.003002033,0.005236596,0.00816047,-0.013990489,0.004725566,-0.000618142,0.003970888,-0.000217125,-0.000535325,0.006186379,0.010144636,-0.000817733,0.014036236,-0.082015754,0.012903205
LOC dev 1500-1000ft,0.006303428,0.005676048,0.019309348,0.016686168,0.000909632,0.009184372,0.006583241,-0.002264093,-0.001172617,-0.001049584,-0.010157441,0.004216602,0.019098829,0.014504185,0.002750109,0.008453524,-0.000707098,-0.018293127,0.016572625,0.026673339,0.018301373,-0.018725294,0.013409175,0.023150451,0.011616751,0.004881339,0.001425198,0.003057869,0.019202096,0.014682277,0.009169971,-0.000353546,0.009903757,-0.000353546,-0.002341111,-0.003123217,-0.000353546,0.023511532,-0.004541895,0.007214648,-0.002779007,-0.002716151,-0.004221431,-0.014490949,-0.018002803,-0.048025931,-9.74E-05,0.035435365,0.034040513,0.017616217,0.102615295,0.185070194,0.035557511,-0.002072519,-0.004488341,-0.00070274,0.004595592,0.009332245,-0.002921602,0.005427738,-0.000610219,-0.000353546,-0.004006168,-0.001060665,-0.000551399,0.003867836,-0.001841387,0.190323192,1,0.02193461,-0.011537715,-0.001274777,-0.001369339,0.001332598,-0.002091837,0.005166579,-0.005918741,-0.000587194,0.000722984,0.031399223,0.01050167,0.021393747,0.005891955,0.015340167,0.001441026,0.043454583,-0.002038061,-0.008061511,0.03363297,-0.00370091,-0.002290251,0.012502272,0.002268098,0.005433801,-0.001106257,0.003337661,0.008721138,0.047860649,0.08669717,0.033753272,0.023745301,0.024508471,0.000744682,0.004857924,0.009387138,-0.002957979,-0.006162327,0.000470424,-0.001124245,-0.018388371,0.000680325,-0.000707098,0.001143449,0.010484465,-0.000612363,0.006657587,0.000748972,-0.000935412,0.001742729,-0.035822673,0.004048115
LOC dev 500-200ft,0.012652393,0.009384792,0.018580147,0.051599855,0.003954474,0.030145888,0.006487151,-0.001094095,-0.000566652,-0.002036811,-0.001863742,0.000687861,0.013670171,0.000790008,0.001508302,0.003228297,-0.000341696,-0.003039975,0.007085854,0.016087447,0.006254974,-0.004650919,0.002269892,0.00552919,0.000322272,-0.000305844,-0.003621439,0.001418894,0.029692554,0.009212665,0.004913307,-0.000170847,0.010968067,-0.000170847,-0.001131313,-0.001509256,-0.000170847,0.013360866,-0.001061475,0.010272067,0.01217884,0.003694218,0.009297294,-0.006140901,-0.010871649,-0.022861825,-0.001266472,0.001387029,0.001854643,0.005336683,0.010574503,0.013198422,0.020395224,0.000777865,0.046341508,0.012428363,0.006487151,0.010911737,-0.000929502,0.011036011,-0.000294881,-0.000170847,0.002612971,-0.000512553,0.001551105,0.009653679,-0.000774298,0.150051266,0.02193461,1,-0.006534466,-0.00061602,-0.000661716,0.005831271,-0.001010854,0.000578524,0.013450531,0.009123623,0.01532479,0.017803603,0.00642509,0.009958709,0.010557581,0.008750799,0.00179372,0.054727141,0.006160732,-0.004261507,0.011570944,-0.002429784,0.00351444,0.042565834,0.000609184,0.008343665,0.000743755,-0.002057705,0.004511128,0.044087828,0.044702587,0.023901911,0.039693533,0.019899484,0.00499965,0.021851574,0.013068626,0.038412701,0.001401961,0.010771679,0.037404946,-0.003046516,0.004911634,-0.000341696,0.009131924,0.003362496,-0.000295917,0.006541587,0.023558538,-0.000452026,0.014958234,-0.044899026,0.017926509
Long flare duration,0.000835718,0.001526634,-0.005000409,-0.015031045,0.003777544,-0.012956689,0.000486769,0.001813721,0.003037257,-0.000312854,-0.00477172,-0.008421886,-0.009388191,-0.009251082,-0.0037059,0.118094634,-0.000898352,0.011432651,0.012127616,0.010239602,0.013780505,0.010671651,0.015201495,-0.004700494,-0.005876157,0.001066285,0.00255543,-0.003087238,-0.019125007,-0.00353518,0.002488966,-0.000449172,0.000587672,-0.000449172,-0.000735859,-0.002267546,-0.000449172,-0.006709433,0.000676229,-0.011288738,0.014395733,0.012189409,0.010512538,0.024849998,0.005523169,0.021038939,-0.003329674,0.003922052,0.002788236,0.00531253,-0.016050721,-0.007681776,-0.014830052,0.001725534,-0.003334556,-0.003984688,-0.004262456,-0.005422563,0.164745833,0.003620275,-0.000775269,-0.000449172,-0.001659495,-0.00134755,-0.005003776,-0.004536359,-0.005253447,-0.012841794,-0.011537715,-0.006534466,1,-0.001619575,-0.001739713,-0.002541155,-0.00265763,-0.002702349,-0.023174812,-0.004413342,-0.002255665,-0.016867057,-0.009490738,-0.023165736,-0.002991284,0.045586953,-0.011156366,-0.007418128,-0.000590493,0.018386891,-0.043215272,0.007353865,0.006235991,-0.007911969,-0.000722446,-0.001989872,0.007754476,0.002742941,-0.000832859,-0.010647016,-0.004165123,-0.001525289,-0.020684727,-0.010964846,-0.002841173,-0.005800081,-0.001036051,-0.006380891,0.001520096,0.000866179,-0.005472105,0.007859038,-0.002876477,-0.000898352,-0.019900243,-0.005024208,-0.000777993,-0.002646757,-0.002950217,-0.001188419,-0.004358979,0.008111209,-0.002732525
Mach (MMO) excd,-0.001586046,-0.002226853,-0.001213631,-0.001784033,-0.00138954,-0.000855799,-0.000223848,-0.000151062,-7.82E-05,-0.000281223,0.006139873,0.004402621,0.005521979,0.006551459,-0.000264892,0.009079093,-4.72E-05,-0.00120542,0.000200484,-0.000987021,0.002147375,-0.001951522,-0.002116094,-0.000423072,-0.00059235,-0.001628316,-0.000500013,-0.002411588,0.009097782,-0.000439909,-0.000593297,-2.36E-05,-0.00039437,-2.36E-05,-0.000156201,-0.000208383,-2.36E-05,0.002083682,-0.00188056,-0.000919648,-0.001524747,-0.000181224,-0.001192333,-0.001839086,-0.003321728,-0.009080606,-0.000174862,-0.000779408,-0.000751026,-0.00096634,0.000612444,-0.001185076,-0.001784417,-0.000741963,-0.000299465,-0.000956285,-0.000223848,-0.000339613,0.000135416,-0.000278234,-4.07E-05,-2.36E-05,-0.000351692,-7.08E-05,-0.00026278,-0.000238233,-0.000411693,0.004838625,-0.001274777,-0.00061602,-0.001619575,1,-9.14E-05,-0.000133452,-0.000139569,0.004074783,-0.001960671,-0.000442443,-0.000398546,0.003170772,0.00334327,0.006308536,-0.000235965,0.001353563,-0.001168235,-0.001305059,-0.000321036,0.000617913,0.020683726,-0.000335481,0.008323213,-0.000601748,-0.000829275,-0.000828593,-0.000583731,0.004960731,-0.000160011,0.001050771,-0.00192362,-0.001348126,0.004280609,-0.001669109,-0.000149208,-0.000567694,-0.000926413,-0.000457334,-0.000524583,-0.000283198,-0.00038433,-0.001752973,-0.000151062,-4.72E-05,-0.001045087,-0.001214343,-4.09E-05,-0.000222601,-0.000361087,-6.24E-05,-0.000656216,-0.008594997,-0.000143502
Max alt (flaps extd) excd,0.002250179,0.000502628,-0.001303657,-0.001916372,0.002990275,-0.000919282,-0.000240453,-0.000162268,-8.40E-05,-0.000302084,-0.001003656,-0.001277676,-0.001088379,-0.000953483,-0.000284542,-0.000724411,-5.07E-05,0.000429282,-0.002743318,-0.001060238,-0.001870993,-0.000545775,-0.002273065,0.013972666,-0.00063629,-0.001749103,0.011680163,0.000107895,-0.001380072,-0.000472541,0.019980014,-2.53E-05,-0.000423624,-2.53E-05,-0.000167788,-0.000223841,-2.53E-05,0.001687311,0.001353481,0.005701053,0.002466026,-0.000194667,-0.001280779,-0.001975508,-0.001517753,0.000517322,-0.000187833,-0.000837224,-0.000806736,-0.001038022,-0.002525159,-0.001272984,-0.001916784,-0.000797002,-0.000321679,-0.001027222,-0.000240453,-0.000364805,0.002292324,-0.000298873,-4.37E-05,-2.53E-05,-0.00037778,-7.60E-05,-0.000282273,-0.000255905,-0.000442233,-0.00119707,-0.001369339,-0.000661716,-0.001739713,-9.14E-05,1,-0.000143351,-0.000149922,0.003477883,0.001140827,-0.000475263,-0.00042811,-0.001558337,8.00E-05,0.000120068,-0.000253468,0.000969615,-0.001254894,0.008115749,-0.00034485,0.00023888,-0.002938455,-0.000360367,-0.000781347,0.009518692,-0.00089079,-0.000890058,-0.000627031,-0.001176815,-0.00017188,0.00365238,-0.002066313,-0.001448129,0.003677713,-0.001792922,-0.000160276,-0.000609805,0.00564591,-0.000491258,-0.000563496,-0.000304206,-0.00041284,-0.001883008,-0.000162268,-5.07E-05,0.004780345,0.00890108,-4.39E-05,-0.000239113,-0.000387873,-6.70E-05,-0.000704894,-0.001287611,-0.000154147
Max alt (ldg gear extd) excd,0.000218637,0.000469916,-0.001904219,-0.000375,-0.002180226,-0.001342772,-0.000351224,-0.00023702,-0.000122757,0.014401974,-0.001466015,0.005262687,-0.001589768,-0.001392728,0.015341041,-0.001058129,-7.40E-05,-0.005325485,-0.002251421,-0.001548662,-0.002732913,-0.004895697,-0.003320208,-0.000663811,0.00614002,0.005368128,0.015945578,-8.87E-05,0.001293171,-0.000690229,0.013185601,-3.70E-05,0.041757722,-3.70E-05,-0.000245083,-0.000326959,-3.70E-05,0.009493513,-0.002950648,0.007716738,0.000417521,-0.000284345,-0.001870802,-0.002885574,0.002073125,-0.005172329,-0.000274363,0.004166002,-0.001178379,0.00284681,-0.001799626,-0.001859416,0.00204921,-0.00116416,-0.000469869,-0.001500437,-0.000351224,-0.000532862,-0.004063715,-0.000436556,-6.39E-05,-3.70E-05,-0.000551814,-0.000111037,-0.000412308,-0.000373794,0.00950404,0.002046032,0.001332598,0.005831271,-0.002541155,-0.000133452,-0.000143351,1,-0.000218987,0.002545631,0.008039409,-0.000694205,-0.000625329,-0.002276223,-0.000128333,0.001780035,-0.000370235,0.00328449,0.005421192,0.007727271,-0.000503714,-0.003684943,0.004001115,-0.000526378,-0.001141294,0.006015781,0.003768448,0.003773624,-0.000915889,-0.001718944,-0.000251061,0.002748279,0.006029723,0.007362116,0.013018483,0.002541932,-0.000234111,0.006483285,0.007640563,-0.000717569,0.007148894,-0.000444346,-0.000603024,0.007109467,-0.00023702,-7.40E-05,0.014527039,-0.001905336,-6.41E-05,-0.000349266,-0.000566556,-9.79E-05,-0.00102962,-0.004419374,-0.000225159
Max alt excd,-1.40E-05,0.003926377,0.00469379,0.004026495,-0.002280157,-0.001404318,-0.000367323,-0.000247884,-0.000128384,-0.000461471,-0.00153321,-0.00195181,-0.001662636,-0.001456564,-0.000434673,-0.001106628,-7.74E-05,-0.004235574,0.004203048,-0.001619646,-0.000487758,-0.005232563,0.002478605,0.008751149,-0.000972013,0.007429239,-0.000820493,-0.002190664,0.004219861,-0.000721866,-0.000973566,-3.87E-05,-0.000647138,-3.87E-05,-0.000256316,-0.000341945,-3.87E-05,0.006485125,-0.000877248,-0.00150909,0.00555836,-0.000297378,0.004843517,0.001491204,-0.004108393,-0.003249012,-0.000286939,-0.001278964,-0.001232391,-0.001585709,-0.000245366,0.001475524,0.004026748,-0.00121752,-0.000491406,-0.00156921,-0.000367323,-0.000557286,0.000733316,-0.000456566,-6.68E-05,-3.87E-05,-0.000577106,-0.000116127,-0.000431207,-0.000390926,-0.000675566,-0.001828674,-0.002091837,-0.001010854,-0.00265763,-0.000139569,-0.000149922,-0.000218987,1,0.000211013,-0.001091591,-0.000726024,-0.000653991,-0.002380555,0.006567925,0.004904523,-0.000387205,-0.003328212,-0.001917007,0.000974047,0.011909545,-0.003853843,0.001855089,-0.000550505,-0.001193606,0.005667606,-0.001360794,0.003491767,-0.000957869,-0.001797732,-0.000262569,0.004277708,-0.00099366,-0.002212198,0.00431253,0.002195812,-0.000244842,-0.000931553,-0.001520191,-0.000750459,-0.000860811,-0.000464712,-0.000630664,0.001837464,-0.000247884,-7.74E-05,-0.001714928,-0.001992667,-6.70E-05,-0.000365275,-0.000592524,-0.000102414,-0.001076813,-0.0063016,-0.000235479
